,arm_selected,rewards,regret,label,overhead
50,0.75,0,0.05946266651153565,cat,0.0
51,0.75,0.2764182686805725,0.0,cat,0.0
52,0.75,0.2596219778060913,0.0,cat,0.0
53,0.75,0,0.047082483768463135,cat,0.0
54,0.75,0,0.14917588233947754,cat,0.0
55,0.75,0.27396005392074585,0.0,cat,0.0
56,0.75,0,0.025543689727783203,cat,0.0
57,0.75,0.40008991956710815,0.0,cat,0.0
58,0.75,0.4675582349300385,0.0,cat,0.0
59,0.75,0.1542762815952301,0.0,cat,0.0
60,0.75,0.22336173057556152,0.0,cat,0.0
61,0.75,0,0,cat,0.0
62,0.75,0,0.07084953784942627,cat,0.0
63,0.75,0.06805273890495299,0.0,cat,0.0
64,0.75,0,0.03044909238815308,cat,0.0
65,0.75,0.19472986459732056,0.0,cat,0.0
66,0.75,-0.24770295619964602,0.24770295619964602,cat,0.0
67,0.75,0,0.01833444833755493,cat,0.0
68,0.75,0,0.07503992319107056,cat,0.0
69,0.85,-0.008565604686737059,0.008565604686737059,cat,0.0
70,0.9,-0.27792787551879883,0.27792787551879883,cat,0.0
71,0.75,0,0,cat,0.0
72,0.75,0,0.030131995677948,cat,0.0
73,0.7,0.3289863467216492,0.0,cat,0.0
74,0.7,-0.15615645051002502,0.15615645051002502,cat,0.0
75,0.75,0.21617722511291504,0.0,cat,0.0
76,0.75,0,0.10017341375350952,cat,0.0
77,0.85,0.1367296576499939,0.0,cat,0.0
78,0.85,0.4773460030555725,0.0,cat,0.0
79,0.85,0.18081176280975345,0.0,cat,0.0
80,0.85,0.28092658519744873,0.0,cat,0.0
81,0.85,-0.03298714756965637,0.03298714756965637,cat,0.0
82,0.85,0,0.1304987668991089,cat,0.0
83,0.85,0.10798722505569458,0.0,cat,0.0
84,0.85,0.374117374420166,0.0,cat,0.0
85,0.85,0,0.061814665794372566,cat,0.0
86,0.85,0.10276782512664796,0.0,cat,0.0
87,0.85,0.15072500705718994,0.0,cat,0.0
88,0.85,0.3846566677093506,0.0,cat,0.0
89,0.85,0.5260292887687683,0.0,cat,0.0
90,0.85,-0.1588091254234314,0.1588091254234314,cat,0.0
91,0.85,-0.04090005159378052,0.04090005159378052,cat,0.0
92,0.85,0,0,cat,0.0
93,0.85,0.1848211884498596,0.0,cat,0.0
94,0.85,0.0765417218208313,0.0,cat,0.0
95,0.85,-0.03772473335266113,0.03772473335266113,cat,0.0
96,0.85,0,0.0114402174949646,cat,0.0
97,0.75,0.18167787790298465,0.0,cat,0.0
98,0.75,-0.05485159158706665,0.05485159158706665,cat,0.0
99,0.85,0.2912613749504089,0.0,cat,0.0
100,0.85,0.11002326011657716,0.0,cat,0.0
101,0.85,0.311220645904541,0.0,cat,0.0
102,0.85,0.2925662398338318,0.0,cat,0.0
103,0.85,0.18546372652053836,0.0,cat,0.0
104,0.85,-0.1403121054172516,0.1403121054172516,cat,0.0
105,0.85,0,0.012357652187347412,cat,0.0
106,0.85,0.06694436073303223,0.0,cat,0.0
107,0.85,0.18256866931915286,0.0,cat,0.0
108,0.85,0.3589423894882202,0.0,cat,0.0
109,0.85,0.014388471841812134,0.0,cat,0.0
110,0.85,-0.21033179759979248,0.21033179759979248,cat,0.0
111,0.75,-0.14750266075134275,0.14750266075134275,cat,0.0
112,0.85,0.2238008975982666,0.0,cat,0.0
113,0.85,0.16891318559646604,0.0,cat,0.0
114,0.85,0.23484188318252566,0.0,cat,0.0
115,0.85,-0.10561680793762207,0.10561680793762207,cat,0.0
116,0.85,-0.07879728078842163,0.07879728078842163,cat,0.0
117,0.75,0.3187719285488129,0.0,cat,0.0
118,0.75,0,0.0633084774017334,cat,0.0
119,0.75,0.2659849524497986,0.0,cat,0.0
120,0.75,0,0.048848211765289314,cat,0.0
121,0.75,0.2606953978538513,0.0,cat,0.0
122,0.75,0.2783772349357605,0.0,cat,0.0
123,0.75,0.27000516653060913,0.0,cat,0.0
124,0.75,0.15092214941978455,0.0,cat,0.0
125,0.75,0.09212708473205566,0.0,cat,0.0
126,0.75,0.2810463905334473,0.0,cat,0.0
127,0.75,0,0.18402087688446045,cat,0.0
128,0.75,0,0.04996538162231445,cat,0.0
129,0.75,0.17666304111480713,0.0,cat,0.0
130,0.75,0,0.02629762887954712,cat,0.0
131,0.75,-0.1246587336063385,0.1246587336063385,cat,0.0
132,0.8,0,0,cat,0.0
133,0.75,0.031413495540618896,0.0,cat,0.0
134,0.85,0.07042467594146729,0.0,cat,0.0
135,0.75,0.04160690307617188,0.0,cat,0.0
136,0.85,0.20706191658973694,0.0,cat,0.0
137,0.85,0.07641500234603882,0.0,cat,0.0
138,0.85,0.1804991364479065,0.0,cat,0.0
139,0.85,0.4455375373363495,0.0,cat,0.0
140,0.85,-0.06652241945266724,0.06652241945266724,cat,0.0
141,0.85,0.10923296213150024,0.0,cat,0.0
142,0.85,0.017712414264678955,0.0,cat,0.0
143,0.85,0,0.07308989763259888,cat,0.0
144,0.7,0.09549596905708313,0.0,cat,0.0
145,0.75,0.2354897558689117,0.0,cat,0.0
146,0.75,0.23868000507354736,0.0,cat,0.0
147,0.75,0.13276445865631106,0.0,cat,0.0
148,0.75,0.2962973117828369,0.0,cat,0.0
149,0.75,0.4025100767612457,0.0,cat,0.0
150,0.75,0,0.06180131435394288,cat,0.0
151,0.75,0,0.0709456205368042,cat,0.0
152,0.75,-0.15299490094184875,0.15299490094184875,cat,0.0
153,0.75,0.3208247721195221,0.0,cat,0.0
154,0.75,0.15046679973602295,0.0,cat,0.0
155,0.75,0.2732463479042053,0.0,cat,0.0
156,0.75,0,0.10715067386627196,cat,0.0
157,0.75,0,0,cat,0.0
158,0.75,0.25980424880981445,0.0,cat,0.0
159,0.75,0,0.1502448320388794,cat,0.0
160,0.75,0.057042539119720466,0.0,cat,0.0
161,0.75,0.3039669096469879,0.0,cat,0.0
162,0.75,0,0.19735080003738406,cat,0.0
163,0.75,0.2527979910373688,0.0,cat,0.0
164,0.75,0,0.14543020725250244,cat,0.0
165,0.75,0,0,cat,0.0
166,0.7,0.2393059134483337,0.0,cat,0.0
167,0.7,0.05301487445831299,0.0,cat,0.0
168,0.7,0.15834078192710874,0.0,cat,0.0
169,0.7,0.35557618737220764,0.0,cat,0.0
170,0.7,0.10170817375183104,0.0,cat,0.0
171,0.7,0.3702313601970673,0.0,cat,0.0
172,0.7,0.10666683316230774,0.0,cat,0.0
173,0.7,0,0.15301823616027832,cat,0.0
174,0.7,0,0.08013111352920532,cat,0.0
175,0.7,-0.2452947199344635,0.2452947199344635,cat,0.0
176,0.7,0,0.12747269868850708,cat,0.0
177,0.85,0,0.09471184015274048,cat,0.0
178,0.75,-0.15007752180099487,0.15007752180099487,cat,0.0
179,0.85,0.156632661819458,0.0,cat,0.0
180,0.85,0.08575773239135742,0.0,cat,0.0
181,0.85,-0.02204972505569458,0.02204972505569458,cat,0.0
182,0.75,0,0.2168034315109253,cat,0.0
183,0.85,0,0,cat,0.0
184,0.75,0.17350780963897705,0.0,cat,0.0
185,0.75,0,0.0459102988243103,cat,0.0
186,0.75,-0.005562305450439453,0.005562305450439453,cat,0.0
187,0.7,0,0,cat,0.0
188,0.85,0.1997902989387512,0.0,cat,0.0
189,0.85,0.05978363752365112,0.0,cat,0.0
190,0.85,0.03996258974075317,0.0,cat,0.0
191,0.75,0.3038018345832825,0.0,cat,0.0
192,0.75,-0.0988042950630188,0.0988042950630188,cat,0.0
193,0.85,0.12739801406860352,0.0,cat,0.0
194,0.85,0,0.0973629355430603,cat,0.0
195,0.75,0.10208579897880554,0.0,cat,0.0
196,0.75,0.01773959398269653,0.0,cat,0.0
197,0.75,0.15570543706417084,0.0,cat,0.0
198,0.75,0.3955941796302795,0.0,cat,0.0
199,0.75,0.3466123044490814,0.0,cat,0.0
200,0.75,0,0,cat,0.0
201,0.75,0,0.06284314393997192,cat,0.0
202,0.75,0,0.0460134744644165,cat,0.0
203,0.75,0,0.11055010557174684,cat,0.0
204,0.75,0,0.06589728593826294,cat,0.0
205,0.85,0.049479126930236816,0.0,cat,0.0
206,0.75,0,0.15914452075958252,cat,0.0
207,0.85,0.04994916915893555,0.0,cat,0.0
208,0.85,0,0.032638370990753174,cat,0.0
209,0.75,0,0.059195578098297126,cat,0.0
210,0.7,0.08897519111633301,0.0,cat,0.0
211,0.75,0,0.05250495672225952,cat,0.0
212,0.85,0.0534021258354187,0.0,cat,0.0
213,0.7,0,0.2465440630912781,cat,0.0
214,0.75,0.021762967109680176,0.0,cat,0.0
215,0.85,0,0.06500774621963501,cat,0.0
216,0.9,0.1489906907081604,0.0,cat,0.0
217,0.9,-0.050792813301086426,0.050792813301086426,cat,0.0
218,0.75,0,0.0887942910194397,cat,0.0
219,0.85,0.0318184494972229,0.0,cat,0.0
220,0.75,0.49564474821090704,0.0,cat,0.0
221,0.75,0.21444779634475708,0.0,cat,0.0
222,0.75,0.2577733099460602,0.0,cat,0.0
223,0.75,0,0.12062495946884155,cat,0.0
224,0.75,0.21913734078407288,0.0,cat,0.0
225,0.75,0.16168618202209473,0.0,cat,0.0
226,0.75,-0.1093323826789856,0.1093323826789856,cat,0.0
227,0.75,0,0.06674176454544067,cat,0.0
228,0.75,0.2765714526176453,0.0,cat,0.0
229,0.75,0.11848658323287965,0.0,cat,0.0
230,0.75,0.224791556596756,0.0,cat,0.0
231,0.75,0.3194056749343872,0.0,cat,0.0
232,0.75,0,0.05114573240280152,cat,0.0
233,0.75,0,0.02083975076675415,cat,0.0
234,0.75,0,0,cat,0.0
235,0.75,0.10560137033462524,0.0,cat,0.0
236,0.75,0.05066430568695069,0.0,cat,0.0
237,0.75,0,0.2088557481765747,cat,0.0
238,0.75,-0.2466679513454437,0.2466679513454437,cat,0.0
239,0.85,0.3786509037017822,0.0,cat,0.0
240,0.85,0.25564295053482056,0.0,cat,0.0
241,0.85,0.30713367462158203,0.0,cat,0.0
242,0.85,0,0,cat,0.0
243,0.85,0.1926172375679016,0.0,cat,0.0
244,0.85,0.17923778295516968,0.0,cat,0.0
245,0.85,0.15656116604804993,0.0,cat,0.0
246,0.85,-0.09663760662078856,0.09663760662078856,cat,0.0
247,0.85,0.32927438616752625,0.0,cat,0.0
248,0.85,0.14114516973495486,0.0,cat,0.0
249,0.85,0,0.01580125093460083,cat,0.0
250,0.85,-0.0021525025367736816,0.0021525025367736816,cat,0.0
251,0.85,0.08859938383102417,0.0,cat,0.0
252,0.85,0.012036383152008057,0.0,cat,0.0
253,0.85,0.2557976245880127,0.0,cat,0.0
254,0.85,0.055823862552642815,0.0,cat,0.0
255,0.85,0.2233273983001709,0.0,cat,0.0
256,0.85,0,0.07728767395019531,cat,0.0
257,0.85,0.18264222145080566,0.0,cat,0.0
258,0.85,0.348027765750885,0.0,cat,0.0
259,0.85,0.3588339686393738,0.0,cat,0.0
260,0.85,0.2512472867965698,0.0,cat,0.0
261,0.85,0.20817852020263672,0.0,cat,0.0
262,0.85,0.3796541690826416,0.0,cat,0.0
263,0.85,0.17971017956733704,0.0,cat,0.0
264,0.85,0.033180296421051025,0.0,cat,0.0
265,0.85,0.2006852626800537,0.0,cat,0.0
266,0.85,0.26067161560058594,0.0,cat,0.0
267,0.85,0.30594635009765625,0.0,cat,0.0
268,0.85,-0.025365591049194336,0.025365591049194336,cat,0.0
269,0.85,0.12671643495559692,0.0,cat,0.0
270,0.85,0,0.08997070789337157,cat,0.0
271,0.85,0.07028666138648987,0.0,cat,0.0
272,0.85,-0.1862017512321472,0.1862017512321472,cat,0.0
273,0.85,-0.02618187665939331,0.02618187665939331,cat,0.0
274,0.85,0.20133304595947266,0.0,cat,0.0
275,0.85,0.004907548427581787,0.0,cat,0.0
276,0.85,0,0.03187131881713867,cat,0.0
277,0.85,0.06356489658355713,0.0,cat,0.0
278,0.85,-0.011694133281707764,0.011694133281707764,cat,0.0
279,0.85,-0.2074720561504364,0.2074720561504364,cat,0.0
280,0.85,0.10065817832946776,0.0,cat,0.0
281,0.85,0,0.07003593444824219,cat,0.0
282,0.85,0,0.0811774730682373,cat,0.0
283,0.8,0.11678308248519895,0.0,cat,0.0
284,0.8,-0.03727608919143677,0.03727608919143677,cat,0.0
285,0.85,0.14015519618988034,0.0,cat,0.0
286,0.85,0.042703211307525635,0.0,cat,0.0
287,0.85,0,0.0483359694480896,cat,0.0
288,0.75,-0.21913012862205505,0.21913012862205505,cat,0.0
289,0.85,-0.1334521472454071,0.1334521472454071,cat,0.0
290,0.7,0,0.17256474494934082,cat,0.0
291,0.85,0.2491978406906128,0.0,cat,0.0
292,0.85,0,0.059633910655975335,cat,0.0
293,0.85,0.09666717052459717,0.0,cat,0.0
294,0.85,0.060720086097717285,0.0,cat,0.0
295,0.75,0.06458151340484619,0.0,cat,0.0
296,0.85,0,0.08960890769958496,cat,0.0
297,0.75,0,0.1478952169418335,cat,0.0
298,0.85,0.0946992039680481,0.0,cat,0.0
299,0.75,0,0.033081352710723884,cat,0.0
300,0.85,0.4994416236877442,0.0,cat,0.0
301,0.85,0.0091668963432312,0.0,cat,0.0
302,0.85,0.051559150218963616,0.0,cat,0.0
303,0.85,0.10734206438064577,0.0,cat,0.0
304,0.85,0,0.0736798644065857,cat,0.0
305,0.85,-0.06778228282928468,0.06778228282928468,cat,0.0
306,0.9,0.11874854564666748,0.0,cat,0.0
307,0.9,0.05117511749267578,0.0,cat,0.0
308,0.85,0,0.061817169189453125,cat,0.0
309,0.75,0,0.020233213901519772,cat,0.0
310,0.9,0.4816544651985169,0.0,cat,0.0
311,0.9,0.10755503177642822,0.0,cat,0.0
312,0.9,0.1935378909111023,0.0,cat,0.0
313,0.9,-0.19901174306869507,0.19901174306869507,cat,0.0
314,0.9,-0.007939577102661133,0.007939577102661133,cat,0.0
315,0.9,0.10618895292282103,0.0,cat,0.0
316,0.9,0.17705956101417542,0.0,cat,0.0
317,0.9,0.4859982132911682,0.0,cat,0.0
318,0.9,0.03394758701324463,0.0,cat,0.0
319,0.9,0,0.02557605504989624,cat,0.0
320,0.9,-0.053144097328186035,0.053144097328186035,cat,0.0
321,0.9,-0.014395326375961304,0.014395326375961304,cat,0.0
322,0.9,0.23094677925109866,0.0,cat,0.0
323,0.9,-0.001834273338317871,0.001834273338317871,cat,0.0
324,0.9,-0.08591872453689575,0.08591872453689575,cat,0.0
325,0.85,0,0.06936001777648926,cat,0.0
326,0.75,0.1371488869190216,0.0,cat,0.0
327,0.75,0,0.11371314525604248,cat,0.0
328,0.7,0.1547619104385376,0.0,cat,0.0
329,0.7,0,0.1193397045135498,cat,0.0
330,0.75,0.12558498978614807,0.0,cat,0.0
331,0.75,0,0.04192429780960083,cat,0.0
332,0.85,0,0.07443815469741821,cat,0.0
333,0.9,0.11989527940750122,0.0,cat,0.0
334,0.9,0.09661304950714113,0.0,cat,0.0
335,0.9,0.2881418466567993,0.0,cat,0.0
336,0.9,0.1113920509815216,0.0,cat,0.0
337,0.9,0.3331081420183182,0.0,cat,0.0
338,0.9,0.17091593146324158,0.0,cat,0.0
339,0.9,0.4495736360549927,0.0,cat,0.0
340,0.9,0,0.06548380851745605,cat,0.0
341,0.9,0.1980574131011963,0.0,cat,0.0
342,0.9,0.3662511110305786,0.0,cat,0.0
343,0.9,0.00746476650238037,0.0,cat,0.0
344,0.9,-0.03385108709335327,0.03385108709335327,cat,0.0
345,0.9,0.006303071975708008,0.0,cat,0.0
346,0.9,0.16555029153823853,0.0,cat,0.0
347,0.9,-0.05988752841949462,0.05988752841949462,cat,0.0
348,0.9,0.17045462131500244,0.0,cat,0.0
349,0.9,0.1340705156326294,0.0,cat,0.0
350,0.9,0.04257434606552124,0.0,cat,0.0
351,0.9,0.006109952926635742,0.0,cat,0.0
352,0.9,-0.0834314227104187,0.0834314227104187,cat,0.0
353,0.9,0.4650649428367615,0.0,cat,0.0
354,0.9,0,0.024901628494262692,cat,0.0
355,0.9,0.1506516933441162,0.0,cat,0.0
356,0.9,-0.2607035040855408,0.2607035040855408,cat,0.0
357,0.9,-0.039016395807266235,0.039016395807266235,cat,0.0
358,0.9,0.20706748962402344,0.0,cat,0.0
359,0.9,0.108595609664917,0.0,cat,0.0
360,0.9,-0.20912796258926392,0.20912796258926392,cat,0.0
361,0.75,0,0.0159837007522583,cat,0.0
362,0.85,0.21768152713775635,0.0,cat,0.0
363,0.85,0.14921796321868894,0.0,cat,0.0
364,0.85,0.2994251251220703,0.0,cat,0.0
365,0.85,0.11181169748306274,0.0,cat,0.0
366,0.85,0.3424798250198364,0.0,cat,0.0
367,0.85,-0.20477166771888733,0.20477166771888733,cat,0.0
368,0.85,0.3434977829456329,0.0,cat,0.0
369,0.85,0.2400939464569092,0.0,cat,0.0
370,0.85,0.11516356468200685,0.0,cat,0.0
371,0.85,0.35170048475265503,0.0,cat,0.0
372,0.85,0,0.040266335010528564,cat,0.0
373,0.85,0.4818075597286224,0.0,cat,0.0
374,0.85,-0.18519669771194455,0.18519669771194455,cat,0.0
375,0.85,0,0.029358625411987305,cat,0.0
376,0.85,-0.029564291238784787,0.029564291238784787,cat,0.0
377,0.85,0.6316637992858887,0.0,cat,0.0
378,0.85,0,0.05436205863952637,cat,0.0
379,0.85,0,0.038085520267486565,cat,0.0
380,0.85,0.2283257842063904,0.0,cat,0.0
381,0.85,0.4131322205066681,0.0,cat,0.0
382,0.85,0.35382068157196045,0.0,cat,0.0
383,0.85,-0.037367701530456536,0.037367701530456536,cat,0.0
384,0.85,0.17609238624572754,0.0,cat,0.0
385,0.85,0.16213774681091309,0.0,cat,0.0
386,0.85,0,0.07874500751495361,cat,0.0
387,0.85,0.038528963923454285,0.0,cat,0.0
388,0.85,0.1148192286491394,0.0,cat,0.0
389,0.85,0.5311959385871887,0.0,cat,0.0
390,0.85,0.3408728539943695,0.0,cat,0.0
391,0.85,0.268076092004776,0.0,cat,0.0
392,0.85,0,0.06791293621063232,cat,0.0
393,0.85,0.10344022512435913,0.0,cat,0.0
394,0.85,0.19981253147125244,0.0,cat,0.0
395,0.85,0,0.1073283553123474,cat,0.0
396,0.85,-0.09909588098526,0.09909588098526,cat,0.0
397,0.85,0.14445126056671145,0.0,cat,0.0
398,0.85,0.3792608380317688,0.0,cat,0.0
399,0.85,0.2958934009075165,0.0,cat,0.0
400,0.85,0.21275731921195984,0.0,cat,0.0
401,0.85,0.0021962523460388184,0.0,cat,0.0
402,0.85,-0.059037566184997566,0.059037566184997566,cat,0.0
403,0.85,0,0.007621049880981445,cat,0.0
404,0.85,0.298179566860199,0.0,cat,0.0
405,0.85,0,0.05015546083450317,cat,0.0
406,0.85,0.03945237398147583,0.0,cat,0.0
407,0.85,0.2930140793323517,0.0,cat,0.0
408,0.85,-0.004071712493896484,0.004071712493896484,cat,0.0
409,0.85,0,0,cat,0.0
410,0.85,0.5613245368003845,0.0,cat,0.0
411,0.85,-0.06776517629623413,0.06776517629623413,cat,0.0
412,0.85,0.2839915156364441,0.0,cat,0.0
413,0.85,-0.20071429014205933,0.20071429014205933,cat,0.0
414,0.85,-0.2274964451789856,0.2274964451789856,cat,0.0
415,0.85,0,0.10544395446777344,cat,0.0
416,0.85,0.19215762615203855,0.0,cat,0.0
417,0.85,0,0,cat,0.0
418,0.85,0.16367292404174805,0.0,cat,0.0
419,0.85,0.023900330066680908,0.0,cat,0.0
420,0.85,0.06300818920135498,0.0,cat,0.0
421,0.85,0.04520219564437866,0.0,cat,0.0
422,0.85,0.15986782312393188,0.0,cat,0.0
423,0.85,0.16222995519638062,0.0,cat,0.0
424,0.85,0,0,cat,0.0
425,0.85,0.3088347613811493,0.0,cat,0.0
426,0.85,0.10734868049621582,0.0,cat,0.0
427,0.85,-0.10624927282333374,0.10624927282333374,cat,0.0
428,0.85,0.15435725450515747,0.0,cat,0.0
429,0.85,0.1258121132850647,0.0,cat,0.0
430,0.85,0.13545674085617065,0.0,cat,0.0
431,0.85,0.44330647587776173,0.0,cat,0.0
432,0.85,0,0.030661046504974362,cat,0.0
433,0.85,0.22348064184188846,0.0,cat,0.0
434,0.85,0,0.06258648633956909,cat,0.0
435,0.85,0,0.033900082111358636,cat,0.0
436,0.85,0.016704022884368896,0.0,cat,0.0
437,0.85,-0.09523391723632812,0.09523391723632812,cat,0.0
438,0.85,0,0.031098008155822757,cat,0.0
439,0.85,0.15411680936813354,0.0,cat,0.0
440,0.85,0.13939079642295835,0.0,cat,0.0
441,0.85,0.2037520408630371,0.0,cat,0.0
442,0.85,-0.0977485179901123,0.0977485179901123,cat,0.0
443,0.85,-0.0005306601524353027,0.0005306601524353027,cat,0.0
444,0.85,-0.009194314479827879,0.009194314479827879,cat,0.0
445,0.85,0,0.07456403970718384,cat,0.0
446,0.85,0.21138036251068115,0.0,cat,0.0
447,0.85,0.08568280935287476,0.0,cat,0.0
448,0.85,0.21643102169036865,0.0,cat,0.0
449,0.85,0.13678252696990967,0.0,cat,0.0
450,0.85,0.4508884251117706,0.0,cat,0.0
451,0.85,0.029939293861389164,0.0,cat,0.0
452,0.85,0.1415235996246338,0.0,cat,0.0
453,0.85,0.16251617670059204,0.0,cat,0.0
454,0.85,0.1804773211479187,0.0,cat,0.0
455,0.85,0.3576414883136749,0.0,cat,0.0
456,0.85,-0.10829615592956544,0.10829615592956544,cat,0.0
457,0.85,0.2434653639793396,0.0,cat,0.0
458,0.85,0.3443120121955872,0.0,cat,0.0
459,0.85,0,0.05072331428527832,cat,0.0
460,0.85,0,0.0030032992362976074,cat,0.0
461,0.85,-0.07274043560028076,0.07274043560028076,cat,0.0
462,0.85,0.44222354888916016,0.0,cat,0.0
463,0.85,0,0.08359688520431519,cat,0.0
464,0.85,-0.15235698223114014,0.15235698223114014,cat,0.0
465,0.85,0.026258647441864014,0.0,cat,0.0
466,0.85,0.33916860818862915,0.0,cat,0.0
467,0.85,0.2197834849357605,0.0,cat,0.0
468,0.85,0.3694433867931366,0.0,cat,0.0
469,0.85,0.2109590768814087,0.0,cat,0.0
470,0.85,0.5567114055156708,0.0,cat,0.0
471,0.85,0.3135288953781128,0.0,cat,0.0
472,0.85,0.2956196665763855,0.0,cat,0.0
473,0.85,0,0.07435297966003418,cat,0.0
474,0.85,0.2376802563667297,0.0,cat,0.0
475,0.85,0.41630566120147705,0.0,cat,0.0
476,0.85,0,0.03051245212554932,cat,0.0
477,0.85,0.4204862117767334,0.0,cat,0.0
478,0.85,0.007152467966079713,0.0,cat,0.0
479,0.85,0.30712491273880005,0.0,cat,0.0
480,0.85,0.5228395164012909,0.0,cat,0.0
481,0.85,0.12407714128494265,0.0,cat,0.0
482,0.85,0.2981258034706116,0.0,cat,0.0
483,0.85,0.1050078272819519,0.0,cat,0.0
484,0.85,0.2486039996147156,0.0,cat,0.0
485,0.85,0.34409961104393005,0.0,cat,0.0
486,0.85,0,0.04579693078994751,cat,0.0
487,0.85,0,0.053734540939331055,cat,0.0
488,0.85,-0.029024064540863037,0.029024064540863037,cat,0.0
489,0.85,0.37590813636779785,0.0,cat,0.0
490,0.85,0.3646417260169983,0.0,cat,0.0
491,0.85,0,0.0334780216217041,cat,0.0
492,0.85,0.11838454008102416,0.0,cat,0.0
493,0.85,-0.016040563583374023,0.016040563583374023,cat,0.0
494,0.85,-0.05533450841903687,0.05533450841903687,cat,0.0
495,0.85,0.19813591241836548,0.0,cat,0.0
496,0.85,0.4335463345050812,0.0,cat,0.0
497,0.85,0.011594414710998535,0.0,cat,0.0
498,0.85,-0.08067476749420166,0.08067476749420166,cat,0.0
499,0.85,0.3251360356807709,0.0,cat,0.0
500,0.85,0.11089447140693663,0.0,cat,0.0
501,0.85,0,0,cat,0.0
502,0.85,0.047726690769195564,0.0,cat,0.0
503,0.85,0.05680575966835023,0.0,cat,0.0
504,0.85,0.34232735633850103,0.0,cat,0.0
505,0.85,0.4850227236747742,0.0,cat,0.0
506,0.85,0.09345519542694093,0.0,cat,0.0
507,0.85,0.1520717740058899,0.0,cat,0.0
508,0.85,0.2453141510486603,0.0,cat,0.0
509,0.85,-0.01449429988861084,0.01449429988861084,cat,0.0
510,0.85,0.14968931674957275,0.0,cat,0.0
511,0.85,0.0199471116065979,0.0,cat,0.0
512,0.85,0,0.0884392261505127,cat,0.0
513,0.85,0,0.024059593677520752,cat,0.0
514,0.85,0.4281744062900543,0.0,cat,0.0
515,0.85,0.38727205991745,0.0,cat,0.0
516,0.85,0,0.0187949538230896,cat,0.0
517,0.85,0,0.07169723510742188,cat,0.0
518,0.85,0.2422104477882385,0.0,cat,0.0
519,0.85,0.56965571641922,0.0,cat,0.0
520,0.85,0,0.07288730144500732,cat,0.0
521,0.85,0.37717753648757935,0.0,cat,0.0
522,0.85,0,0.08492821455001831,cat,0.0
523,0.85,0.2482985258102417,0.0,cat,0.0
524,0.85,0.1442621946334839,0.0,cat,0.0
525,0.85,0.05413365364074707,0.0,cat,0.0
526,0.85,0.04624924063682556,0.0,cat,0.0
527,0.85,0,0.034180104732513435,cat,0.0
528,0.85,0.062264621257781975,0.0,cat,0.0
529,0.85,0.15250682830810547,0.0,cat,0.0
530,0.85,0.024391353130340576,0.0,cat,0.0
531,0.85,0.24880695343017575,0.0,cat,0.0
532,0.85,0.0186997652053833,0.0,cat,0.0
533,0.85,-0.2714788615703583,0.2714788615703583,cat,0.0
