,delta_conf,label,target,conf_branch_1,infered_class_branches_1,correct_branch_1,infered_label_branches_1,conf_branch_2,infered_class_branches_2,correct_branch_2,infered_label_branches_2
37,0.05721312761306763,automobile,1.0,0.445395290851593,9,0,truck,0.5026084184646606,9,0,truck
38,0.004308342933654785,truck,9.0,0.9946827292442322,9,1,truck,0.998991072177887,9,1,truck
39,0.0028610825538635254,dog,5.0,0.9970017075538635,5,1,dog,0.999862790107727,5,1,dog
40,0.28961044549942017,deer,4.0,0.6839085817337036,4,1,deer,0.9735190272331238,4,1,deer
41,0.010992050170898438,frog,6.0,0.9886658191680908,6,1,frog,0.9996578693389893,6,1,frog
42,0.2314964234828949,dog,5.0,0.4067281186580658,5,1,dog,0.6382245421409607,3,0,cat
43,0.06420594453811646,frog,6.0,0.9328955411911011,6,1,frog,0.9971014857292175,6,1,frog
44,0.20875704288482666,airplane,0.0,0.6601240038871765,0,1,airplane,0.8688810467720032,0,1,airplane
45,0.03594410419464111,truck,9.0,0.9576225876808167,9,1,truck,0.9935666918754578,9,1,truck
46,-0.36044952273368835,cat,3.0,0.8306873440742493,3,1,cat,0.4702378213405609,3,1,cat
47,0.19707778096199036,truck,9.0,0.4459150731563568,8,0,ship,0.6429928541183472,8,0,ship
48,0.2913626432418823,horse,7.0,0.6162422299385071,7,1,horse,0.9076048731803894,7,1,horse
49,0.17965912818908691,frog,6.0,0.7729954123497009,6,1,frog,0.9526545405387878,6,1,frog
50,0.4963798522949219,truck,9.0,0.4814220070838928,8,0,ship,0.9778018593788147,9,1,truck
51,0.031662940979003906,ship,8.0,0.966639518737793,8,1,ship,0.9983024597167969,8,1,ship
52,0.2867733836174011,airplane,0.0,0.26840072870254517,7,0,horse,0.5551741123199463,9,0,truck
53,0.2732463479042053,cat,3.0,0.6522550582885742,3,1,cat,0.9255014061927795,3,1,cat
54,0.011160969734191895,ship,8.0,0.9884958267211914,8,1,ship,0.9996567964553833,8,1,ship
55,0.009703457355499268,ship,8.0,0.9869402050971985,8,1,ship,0.9966436624526978,8,1,ship
56,0.3289961814880371,horse,7.0,0.5416556596755981,7,1,horse,0.8706518411636353,7,1,horse
57,0.29386579990386963,horse,7.0,0.558272659778595,5,0,dog,0.8521384596824646,5,0,dog
58,0.2111262083053589,deer,4.0,0.47471606731414795,3,0,cat,0.6858422756195068,3,0,cat
59,0.04710197448730469,frog,6.0,0.5548341274261475,3,0,cat,0.6019361019134521,3,0,cat
60,0.08861172199249268,horse,7.0,0.8804414868354797,7,1,horse,0.9690532088279724,7,1,horse
61,0.1415235996246338,cat,3.0,0.6868359446525574,5,0,dog,0.8283595442771912,5,0,dog
62,0.4417484402656555,frog,6.0,0.5491921305656433,6,1,frog,0.9909405708312988,6,1,frog
63,0.06694436073303223,cat,3.0,0.6340992450714111,3,1,cat,0.7010436058044434,3,1,cat
64,0.15221720933914185,frog,6.0,0.8046092987060547,6,1,frog,0.9568265080451965,6,1,frog
65,-0.24617129564285278,bird,2.0,0.8531389236450195,2,1,bird,0.6069676280021667,2,1,bird
66,0.06164652109146118,automobile,1.0,0.8442090153694153,8,0,ship,0.9058555364608765,8,0,ship
67,0.36193376779556274,bird,2.0,0.6248685121536255,2,1,bird,0.9868022799491882,2,1,bird
68,0.0017250776290893555,cat,3.0,0.5668233633041382,3,1,cat,0.5685484409332275,3,1,cat
69,0.3146038353443146,horse,7.0,0.4637034237384796,4,0,deer,0.7783072590827942,4,0,deer
70,0.05277979373931885,bird,2.0,0.9329714179039001,2,1,bird,0.985751211643219,2,1,bird
71,0.016356438398361206,frog,6.0,0.4869917929172516,3,0,cat,0.5033482313156128,6,1,frog
72,0.023849427700042725,ship,8.0,0.9741257429122925,8,1,ship,0.9979751706123352,8,1,ship
73,0.03918570280075073,ship,8.0,0.9579702019691467,8,1,ship,0.9971559047698975,8,1,ship
74,0.07097733020782471,airplane,0.0,0.9259873032569885,0,1,airplane,0.9969646334648132,0,1,airplane
75,0.00541764497756958,bird,2.0,0.9945372939109802,2,1,bird,0.9999549388885498,2,1,bird
76,0.2891671061515808,truck,9.0,0.6767417192459106,0,0,airplane,0.9659088253974915,0,0,airplane
77,0.10734206438064575,cat,3.0,0.5822895169258118,3,1,cat,0.6896315813064575,3,1,cat
78,-0.1344204545021057,cat,3.0,0.6837447285652161,5,0,dog,0.5493242740631104,3,1,cat
79,0.0007852315902709961,ship,8.0,0.999171257019043,8,1,ship,0.999956488609314,8,1,ship
80,0.004876315593719482,ship,8.0,0.9944894313812256,8,1,ship,0.9993657469749451,8,1,ship
81,0.29107844829559326,automobile,1.0,0.6814488172531128,1,1,automobile,0.972527265548706,1,1,automobile
82,0.0013560652732849121,automobile,1.0,0.9986358284950256,1,1,automobile,0.9999918937683105,1,1,automobile
83,0.26383519172668457,horse,7.0,0.7267312407493591,7,1,horse,0.9905664324760437,7,1,horse
84,0.06291764974594116,bird,2.0,0.9307862520217896,2,1,bird,0.9937039017677307,2,1,bird
85,0.03230178356170654,dog,5.0,0.541764497756958,7,0,horse,0.5740662813186646,7,0,horse
86,0.0308210551738739,bird,2.0,0.32681673765182495,2,1,bird,0.35763779282569885,2,1,bird
87,0.12589499354362488,horse,7.0,0.2680884897708893,0,0,airplane,0.39398348331451416,8,0,ship
88,0.033114731311798096,ship,8.0,0.9667578339576721,8,1,ship,0.9998725652694702,8,1,ship
89,0.26141613721847534,truck,9.0,0.6843823194503784,9,1,truck,0.9457984566688538,9,1,truck
90,0.01665729284286499,airplane,0.0,0.983170211315155,0,1,airplane,0.99982750415802,0,1,airplane
91,0.2658286392688751,cat,3.0,0.42585375905036926,3,1,cat,0.6916823983192444,3,1,cat
92,0.09895521402359009,ship,8.0,0.8974364995956421,8,1,ship,0.9963917136192322,8,1,ship
93,0.021503865718841553,frog,6.0,0.9784447550773621,6,1,frog,0.9999486207962036,6,1,frog
94,0.009165406227111816,deer,4.0,0.9255361557006836,4,1,deer,0.9347015619277954,4,1,deer
95,-0.19662243127822876,frog,6.0,0.7923637628555298,6,1,frog,0.595741331577301,6,1,frog
96,-0.35041022300720215,frog,6.0,0.7732189893722534,6,1,frog,0.42280876636505127,4,0,deer
97,0.13685119152069092,airplane,0.0,0.599130392074585,0,1,airplane,0.7359815835952759,0,1,airplane
98,0.04016977548599243,airplane,0.0,0.9597685933113098,0,1,airplane,0.9999383687973022,0,1,airplane
99,0.19295763969421387,horse,7.0,0.7912596464157104,7,1,horse,0.9842172861099243,7,1,horse
100,-0.008303940296173096,deer,4.0,0.9084193110466003,4,1,deer,0.9001153707504272,4,1,deer
101,0.3872903287410736,dog,5.0,0.4610390365123749,5,1,dog,0.8483293652534485,5,1,dog
102,0.05151623487472534,frog,6.0,0.9416276812553406,6,1,frog,0.9931439161300659,6,1,frog
103,0.050155460834503174,cat,3.0,0.9486059546470642,3,1,cat,0.9987614154815674,3,1,cat
104,0.00976341962814331,automobile,1.0,0.9899680614471436,1,1,automobile,0.9997314810752869,1,1,automobile
105,0.012709617614746094,automobile,1.0,0.9872459173202515,1,1,automobile,0.9999555349349976,1,1,automobile
106,0.12282881140708923,cat,3.0,0.4533638060092926,3,1,cat,0.5761926174163818,3,1,cat
107,0.029892921447753906,frog,6.0,0.9556489586830139,6,1,frog,0.9855418801307678,6,1,frog
108,0.007762014865875244,ship,8.0,0.9917054176330566,8,1,ship,0.9994674324989319,8,1,ship
109,0.4471891224384308,horse,7.0,0.49909260869026184,7,1,horse,0.9462817311286926,7,1,horse
110,-0.16822397708892822,deer,4.0,0.8932141065597534,4,1,deer,0.7249901294708252,4,1,deer
111,0.0855756402015686,airplane,0.0,0.9131801724433899,0,1,airplane,0.9987558126449585,0,1,airplane
112,0.5089655220508575,frog,6.0,0.3619559705257416,2,0,bird,0.8709214925765991,6,1,frog
113,0.01890784502029419,bird,2.0,0.9709898829460144,2,1,bird,0.9898977279663086,2,1,bird
114,0.1390044093132019,automobile,1.0,0.8425611853599548,1,1,automobile,0.9815655946731567,1,1,automobile
115,-0.3151456117630005,cat,3.0,0.8730157017707825,3,1,cat,0.557870090007782,3,1,cat
116,0.22141104936599731,airplane,0.0,0.760819673538208,0,1,airplane,0.9822307229042053,0,1,airplane
117,-0.0976610779762268,deer,4.0,0.6249508857727051,4,1,deer,0.5272898077964783,4,1,deer
118,-0.18701273202896118,bird,2.0,0.48949185013771057,3,0,cat,0.3024791181087494,6,0,frog
119,-0.18683063983917236,horse,7.0,0.9466522336006165,7,1,horse,0.7598215937614441,7,1,horse
120,0.09308886528015137,ship,8.0,0.8837949633598328,8,1,ship,0.9768838286399841,8,1,ship
121,0.21138036251068115,cat,3.0,0.3868655562400818,3,1,cat,0.5982459187507629,3,1,cat
122,0.061749815940856934,automobile,1.0,0.9350759983062744,1,1,automobile,0.9968258142471313,1,1,automobile
123,0.01852494478225708,bird,2.0,0.9807578325271606,2,1,bird,0.9992827773094177,2,1,bird
124,0.01333165168762207,ship,8.0,0.974462628364563,8,1,ship,0.9877942800521851,8,1,ship
125,-0.122895747423172,airplane,0.0,0.4736446738243103,8,0,ship,0.3507489264011383,8,0,ship
126,0.007415652275085449,ship,8.0,0.98887038230896,8,1,ship,0.9962860345840454,8,1,ship
127,-0.03679877519607544,cat,3.0,0.5195581316947937,3,1,cat,0.48275935649871826,2,0,bird
128,0.28944507241249084,dog,5.0,0.3686056435108185,5,1,dog,0.6580507159233093,6,0,frog
129,0.2181379795074463,bird,2.0,0.6847696900367737,0,0,airplane,0.90290766954422,0,0,airplane
130,0.14767295122146606,deer,4.0,0.8063381314277649,4,1,deer,0.954011082649231,4,1,deer
131,0.07895421981811523,automobile,1.0,0.9201329946517944,1,1,automobile,0.9990872144699097,1,1,automobile
132,0.002944648265838623,ship,8.0,0.997028648853302,8,1,ship,0.9999732971191406,8,1,ship
133,0.0027362704277038574,truck,9.0,0.99720698595047,9,1,truck,0.9999432563781738,9,1,truck
134,0.3632658123970032,automobile,1.0,0.5000289678573608,1,1,automobile,0.863294780254364,1,1,automobile
135,0.041130661964416504,bird,2.0,0.9364426136016846,2,1,bird,0.9775732755661011,2,1,bird
136,0.057097673416137695,truck,9.0,0.9374826550483704,9,1,truck,0.9945803284645081,9,1,truck
137,0.21525651216506958,horse,7.0,0.7804630994796753,7,1,horse,0.9957196116447449,7,1,horse
138,0.06468737125396729,bird,2.0,0.6646156311035156,2,1,bird,0.7293030023574829,2,1,bird
139,-0.18608838319778442,truck,9.0,0.8258388638496399,8,0,ship,0.6397504806518555,8,0,ship
140,0.08445084095001221,frog,6.0,0.7065710425376892,6,1,frog,0.7910218834877014,6,1,frog
141,0.09484773874282837,dog,5.0,0.8933455944061279,5,1,dog,0.9881933331489563,5,1,dog
142,0.023710668087005615,frog,6.0,0.9760972261428833,6,1,frog,0.9998078942298889,6,1,frog
143,0.15046679973602295,cat,3.0,0.3396851718425751,5,0,dog,0.490151971578598,3,1,cat
144,0.05096155405044556,ship,8.0,0.9476310014724731,8,1,ship,0.9985925555229187,8,1,ship
145,-0.07107239961624146,horse,7.0,0.6355794668197632,2,0,bird,0.5645070672035217,7,1,horse
146,0.08251363039016724,frog,6.0,0.8963431715965271,6,1,frog,0.9788568019866943,6,1,frog
147,-0.026681363582611084,bird,2.0,0.5530601143836975,6,0,frog,0.5263787508010864,6,0,frog
148,-0.026806175708770752,dog,5.0,0.93964022397995,5,1,dog,0.9128340482711792,5,1,dog
149,-0.10657525062561035,bird,2.0,0.6826122403144836,2,1,bird,0.5760369896888733,2,1,bird
150,0.20191282033920288,ship,8.0,0.7253572344779968,0,0,airplane,0.9272700548171997,0,0,airplane
151,0.08866328001022339,truck,9.0,0.869278609752655,9,1,truck,0.9579418897628784,9,1,truck
152,0.3471413254737854,frog,6.0,0.5388053059577942,6,1,frog,0.8859466314315796,6,1,frog
153,0.16795146465301514,airplane,0.0,0.8138769865036011,0,1,airplane,0.9818284511566162,0,1,airplane
154,0.4226428270339966,airplane,0.0,0.5534843802452087,0,1,airplane,0.9761272072792053,0,1,airplane
155,0.23570644855499268,dog,5.0,0.5382816791534424,3,0,cat,0.7739881277084351,5,1,dog
156,0.3226272463798523,bird,2.0,0.31847697496414185,2,1,bird,0.6411042213439941,5,0,dog
157,0.05457490682601929,truck,9.0,0.9325258135795593,9,1,truck,0.9871007204055786,9,1,truck
158,-0.19871407747268677,dog,5.0,0.7780991196632385,3,0,cat,0.5793850421905518,5,1,dog
159,0.024383366107940674,deer,4.0,0.9753822088241577,4,1,deer,0.9997655749320984,4,1,deer
160,0.21048223972320557,bird,2.0,0.7887250781059265,2,1,bird,0.9992073178291321,2,1,bird
161,0.01335442066192627,automobile,1.0,0.986393392086029,1,1,automobile,0.9997478127479553,1,1,automobile
162,0.38861605525016785,frog,6.0,0.4778829514980316,3,0,cat,0.8664990067481995,3,0,cat
163,0.011610627174377441,frog,6.0,0.9855235815048218,6,1,frog,0.9971342086791992,6,1,frog
164,0.35217565298080444,ship,8.0,0.5601293444633484,0,0,airplane,0.9123049974441528,0,0,airplane
165,0.0440601110458374,deer,4.0,0.47071826457977295,0,0,airplane,0.5147783756256104,2,0,bird
166,0.009253382682800293,ship,8.0,0.98985356092453,8,1,ship,0.9991069436073303,8,1,ship
167,-0.2937188148498535,deer,4.0,0.819442093372345,4,1,deer,0.5257232785224915,4,1,deer
168,-0.1123533844947815,dog,5.0,0.7081117630004883,5,1,dog,0.5957583785057068,5,1,dog
169,-0.03209644556045532,airplane,0.0,0.6521356701850891,8,0,ship,0.6200392246246338,0,1,airplane
170,-0.03410828113555908,truck,9.0,0.8211727142333984,9,1,truck,0.7870644330978394,9,1,truck
171,0.14383277297019958,truck,9.0,0.30565911531448364,0,0,airplane,0.4494918882846832,0,0,airplane
172,0.24148571491241455,truck,9.0,0.5033649206161499,9,1,truck,0.7448506355285645,9,1,truck
173,0.04248082637786865,ship,8.0,0.9532954096794128,8,1,ship,0.9957762360572815,8,1,ship
174,0.046911776065826416,truck,9.0,0.9520866870880127,9,1,truck,0.9989984631538391,9,1,truck
175,0.015015661716461182,truck,9.0,0.9844436645507812,9,1,truck,0.9994593262672424,9,1,truck
176,0.2233273983001709,cat,3.0,0.7323148846626282,3,1,cat,0.9556422829627991,3,1,cat
177,-0.03736597299575806,horse,7.0,0.9745987057685852,7,1,horse,0.9372327327728271,7,1,horse
178,0.4088178873062134,dog,5.0,0.5345616340637207,3,0,cat,0.9433795213699341,3,0,cat
179,0.0933646559715271,airplane,0.0,0.8885401487350464,0,1,airplane,0.9819048047065735,0,1,airplane
180,-0.0027076005935668945,airplane,0.0,0.5695087909698486,0,1,airplane,0.5668011903762817,0,1,airplane
181,0.0937424898147583,dog,5.0,0.779559314250946,5,1,dog,0.8733018040657043,5,1,dog
182,0.1353745460510254,bird,2.0,0.8633101582527161,2,1,bird,0.9986847043037415,2,1,bird
183,0.25730904936790466,bird,2.0,0.427522212266922,6,0,frog,0.6848312616348267,6,0,frog
184,0.16891318559646606,cat,3.0,0.6840416789054871,0,0,airplane,0.8529548645019531,0,0,airplane
185,0.005561769008636475,ship,8.0,0.9941906929016113,8,1,ship,0.9997524619102478,8,1,ship
186,0.2715190649032593,frog,6.0,0.625397801399231,6,1,frog,0.8969168663024902,6,1,frog
187,0.0884392261505127,cat,3.0,0.8936867713928223,3,1,cat,0.982125997543335,3,1,cat
188,0.21510732173919678,deer,4.0,0.687501072883606,3,0,cat,0.9026083946228027,3,0,cat
189,0.06864017248153687,airplane,0.0,0.8082411289215088,8,0,ship,0.8768813014030457,8,0,ship
190,0.06130951642990112,dog,5.0,0.38564786314964294,5,1,dog,0.44695737957954407,5,1,dog
191,0.027552485466003418,ship,8.0,0.9703004360198975,8,1,ship,0.9978529214859009,8,1,ship
192,0.13478994369506836,airplane,0.0,0.8225501179695129,0,1,airplane,0.9573400616645813,0,1,airplane
193,0.16778117418289185,automobile,1.0,0.3074527680873871,1,1,automobile,0.47523394227027893,9,0,truck
194,0.4459378719329834,horse,7.0,0.5119765400886536,7,1,horse,0.957914412021637,7,1,horse
195,0.0888744592666626,bird,2.0,0.5888974070549011,2,1,bird,0.6777718663215637,2,1,bird
196,0.08581322431564331,ship,8.0,0.9105680584907532,8,1,ship,0.9963812828063965,8,1,ship
197,0.21551185846328735,ship,8.0,0.7754223942756653,8,1,ship,0.9909342527389526,8,1,ship
198,0.5449737906455994,horse,7.0,0.433559775352478,2,0,bird,0.9785335659980774,7,1,horse
199,0.17220300436019897,ship,8.0,0.7890588045120239,8,1,ship,0.9612618088722229,8,1,ship
200,0.15866893529891968,dog,5.0,0.8166682720184326,5,1,dog,0.9753372073173523,5,1,dog
201,0.019011855125427246,automobile,1.0,0.9623074531555176,0,0,airplane,0.9813193082809448,0,0,airplane
202,0.1330668330192566,ship,8.0,0.670299232006073,8,1,ship,0.8033660650253296,8,1,ship
203,0.03640621900558472,horse,7.0,0.91241455078125,7,1,horse,0.9488207697868347,7,1,horse
204,0.1352299451828003,automobile,1.0,0.862628161907196,1,1,automobile,0.9978581070899963,1,1,automobile
205,0.1341174840927124,cat,3.0,0.8613951802253723,3,1,cat,0.9955126643180847,3,1,cat
206,0.0378989577293396,airplane,0.0,0.9028083682060242,0,1,airplane,0.9407073259353638,0,1,airplane
207,0.18502122163772583,dog,5.0,0.6093922257423401,5,1,dog,0.7944134473800659,5,1,dog
208,0.005747199058532715,horse,7.0,0.9936438798904419,7,1,horse,0.9993910789489746,7,1,horse
209,0.11913633346557617,truck,9.0,0.8798274993896484,9,1,truck,0.9989638328552246,9,1,truck
210,0.10731005668640137,horse,7.0,0.5090821385383606,5,0,dog,0.616392195224762,7,1,horse
211,0.04716813564300537,deer,4.0,0.5952154397964478,4,1,deer,0.6423835754394531,4,1,deer
212,0.0518573522567749,dog,5.0,0.8906006813049316,5,1,dog,0.9424580335617065,5,1,dog
213,0.03908509016036987,truck,9.0,0.8968815803527832,9,1,truck,0.9359666705131531,9,1,truck
214,0.29391413927078247,ship,8.0,0.5509845614433289,2,0,bird,0.8448987007141113,8,1,ship
215,0.19184216856956482,airplane,0.0,0.45286932587623596,0,1,airplane,0.6447114944458008,0,1,airplane
216,0.15137320756912231,horse,7.0,0.8441941738128662,7,1,horse,0.9955673813819885,7,1,horse
217,0.04704153537750244,truck,9.0,0.9523379802703857,9,1,truck,0.9993795156478882,9,1,truck
218,0.122708261013031,ship,8.0,0.527043342590332,0,0,airplane,0.649751603603363,0,0,airplane
219,0.057322919368743896,bird,2.0,0.9417620301246643,2,1,bird,0.9990849494934082,2,1,bird
220,0.18768489360809326,horse,7.0,0.552036464214325,4,0,deer,0.7397213578224182,4,0,deer
221,0.4281127452850342,frog,6.0,0.4602729082107544,3,0,cat,0.8883856534957886,6,1,frog
222,0.02479654550552368,truck,9.0,0.9697580933570862,9,1,truck,0.9945546388626099,9,1,truck
223,0.003261744976043701,deer,4.0,0.5945842862129211,4,1,deer,0.5978460311889648,4,1,deer
224,0.08780497312545776,cat,3.0,0.5006198287010193,3,1,cat,0.588424801826477,3,1,cat
225,0.28010743856430054,truck,9.0,0.685358464717865,9,1,truck,0.9654659032821655,9,1,truck
226,0.043674349784851074,frog,6.0,0.3061339259147644,6,1,frog,0.3498082756996155,4,0,deer
227,0.26045089960098267,deer,4.0,0.6875943541526794,4,1,deer,0.9480452537536621,4,1,deer
228,-0.22021260857582092,horse,7.0,0.5702924728393555,3,0,cat,0.35007986426353455,3,0,cat
229,0.08806630969047546,frog,6.0,0.4615572988986969,6,1,frog,0.5496236085891724,6,1,frog
230,0.027105331420898438,dog,5.0,0.9509002566337585,5,1,dog,0.978005588054657,5,1,dog
231,0.03688251972198486,automobile,1.0,0.8637773394584656,1,1,automobile,0.9006598591804504,1,1,automobile
232,0.18278896808624268,dog,5.0,0.34192895889282227,5,1,dog,0.5247179269790649,3,0,cat
233,0.03084254264831543,ship,8.0,0.8987335562705994,8,1,ship,0.9295760989189148,8,1,ship
234,0.00677257776260376,ship,8.0,0.9924944639205933,8,1,ship,0.999267041683197,8,1,ship
235,0.005354583263397217,airplane,0.0,0.9944562911987305,0,1,airplane,0.9998108744621277,0,1,airplane
236,-0.010966360569000244,deer,4.0,0.950508177280426,4,1,deer,0.9395418167114258,4,1,deer
237,0.1033087968826294,airplane,0.0,0.32296067476272583,7,0,horse,0.4262694716453552,7,0,horse
238,0.21758341789245605,dog,5.0,0.6331068873405457,5,1,dog,0.8506903052330017,5,1,dog
239,0.15999990701675415,dog,5.0,0.5592423677444458,3,0,cat,0.7192422747612,5,1,dog
240,0.07538968324661255,automobile,1.0,0.9202696084976196,1,1,automobile,0.9956592917442322,1,1,automobile
241,0.09468257427215576,automobile,1.0,0.8448600769042969,1,1,automobile,0.9395426511764526,1,1,automobile
242,0.022618889808654785,ship,8.0,0.9060244560241699,8,1,ship,0.9286433458328247,8,1,ship
243,0.05560570955276489,truck,9.0,0.92674720287323,9,1,truck,0.9823529124259949,9,1,truck
244,0.07479685544967651,airplane,0.0,0.9232507348060608,0,1,airplane,0.9980475902557373,0,1,airplane
245,0.2925143539905548,cat,3.0,0.42294225096702576,2,0,bird,0.7154566049575806,6,0,frog
246,0.2104405164718628,automobile,1.0,0.7291643619537354,1,1,automobile,0.9396048784255981,1,1,automobile
247,-0.003756999969482422,truck,9.0,0.9074066877365112,8,0,ship,0.9036496877670288,8,0,ship
248,0.17450904846191406,bird,2.0,0.7994638085365295,2,1,bird,0.9739728569984436,2,1,bird
249,0.31558018922805786,bird,2.0,0.45863598585128784,0,0,airplane,0.7742161750793457,0,0,airplane
250,0.016409575939178467,dog,5.0,0.7650570273399353,5,1,dog,0.7814666032791138,5,1,dog
251,0.1926172375679016,cat,3.0,0.6724392771720886,3,1,cat,0.8650565147399902,3,1,cat
252,0.012262940406799316,truck,9.0,0.9874580502510071,9,1,truck,0.9997209906578064,9,1,truck
253,0.044116854667663574,truck,9.0,0.9547467231750488,9,1,truck,0.9988635778427124,9,1,truck
254,0.3902764320373535,deer,4.0,0.584651529788971,4,1,deer,0.9749279618263245,4,1,deer
255,0.1640348732471466,airplane,0.0,0.32814034819602966,8,0,ship,0.49217522144317627,8,0,ship
256,0.24009394645690918,cat,3.0,0.729213297367096,3,1,cat,0.9693072438240051,3,1,cat
257,0.010995090007781982,airplane,0.0,0.9886637330055237,0,1,airplane,0.9996588230133057,0,1,airplane
258,0.1743992567062378,airplane,0.0,0.7859582901000977,8,0,ship,0.9603575468063354,8,0,ship
259,0.25575780868530273,truck,9.0,0.5427308678627014,9,1,truck,0.7984886765480042,9,1,truck
260,0.039285361766815186,ship,8.0,0.9587793350219727,8,1,ship,0.9980646967887878,8,1,ship
261,0.15160566568374634,automobile,1.0,0.8448287844657898,1,1,automobile,0.9964344501495361,1,1,automobile
262,0.03701680898666382,dog,5.0,0.5455256700515747,3,0,cat,0.5825424790382385,3,0,cat
263,0.14803850650787354,horse,7.0,0.49399906396865845,3,0,cat,0.642037570476532,3,0,cat
264,0.4150787591934204,airplane,0.0,0.5065329074859619,8,0,ship,0.9216116666793823,0,1,airplane
265,0.16789722442626953,ship,8.0,0.5245704054832458,8,1,ship,0.6924676299095154,8,1,ship
266,0.08686953783035278,bird,2.0,0.6678910851478577,2,1,bird,0.7547606229782104,2,1,bird
267,3.5822391510009766e-05,deer,4.0,0.9909924268722534,4,1,deer,0.9910282492637634,4,1,deer
268,0.021918833255767822,horse,7.0,0.9763548970222473,7,1,horse,0.9982737302780151,7,1,horse
269,-0.29882413148880005,airplane,0.0,0.7057059407234192,2,0,bird,0.40688180923461914,2,0,bird
270,0.027953267097473145,bird,2.0,0.9687070846557617,2,1,bird,0.9966603517532349,2,1,bird
271,0.14114516973495483,cat,3.0,0.5155898928642273,3,1,cat,0.6567350625991821,3,1,cat
272,0.012333452701568604,frog,6.0,0.9845755100250244,6,1,frog,0.996908962726593,6,1,frog
273,0.07641500234603882,cat,3.0,0.6802523136138916,3,1,cat,0.7566673159599304,3,1,cat
